p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1359,"Parle Krackjack Biscuits",Parle,70,65,"Packaged Food","Biscuits & Cookies","400 gm","
Indiaâ€™s first and the original sweet and salty biscuit that has been loved by millions since 1972.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart136,"Ranguni Wal",,89,76,Grocery,Pulses,"500 gm",India,"Grocery > Pulses"
dmart1360,"Parle Krackjack Biscuits",Parle,35,32,"Packaged Food","Biscuits & Cookies","200 gm","
Indiaâ€™s first and the original sweet and salty biscuit that has been loved by millions since 1972.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1361,"Bellie Cheese Cream Sandwich Biscuit",Bellie,210,175,"Packaged Food","Biscuits & Cookies","190 gm","OverviewUse frozen green peas to cook pea recipes any time of the year. Be it mushroom peas masala, peas paratha or matar paneer, relish the taste and texture of peas all year round with these frozen peas.Key Features- All fresh - No preservativesIngredientsWheat flour, vegetable oil, palm oil, sugar, cheese powder, whey powder, maltose syrup, corn starch, salt raising agents carbonate E503 (i), Sodium Bicarbonate E 500 (i), sodium diphosphate (E450) yeast, flavourings (cheese butter)Other must know InformationAllergen Advice - Contains wheat gluten and milk derivatives that are manufactured in a factory that also processes products containing eggs, tree nuts peanuts, barley, sesame, and soya derivatives","Packaged Food > Biscuits & Cookies"
dmart1362,"Britannia 50-50 Maska Chaska Biscuits",Britannia,90,65,"Packaged Food","Biscuits & Cookies","300 gm","
At Britannia, They believe that there is a whacky side to everyone - sometimes hidden, at other times overt. And this is what they celebrate with our brands 50 50, Maska Chaska, Time Pass & Top. With products which can well be called differentiated, in the world of sweet biscuits, these brands have carved out a special place in the minds of consumers across the country.
Maska Chaska is a delightful biscuit dipped in butter and peppered with the choicest of herbs. Needless to say, this mouth-watering biscuit soon became an instant hit and a regular in most households.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1363,"Britannia 50-50 Maska Chaska Biscuits",Britannia,30,27,"Packaged Food","Biscuits & Cookies","105 gm","
At Britannia, They believe that there is a whacky side to everyone - sometimes hidden, at other times overt. And this is what they celebrate with our brands 50 50, Maska Chaska, Time Pass & Top. With products which can well be called differentiated, in the world of sweet biscuits, these brands have carved out a special place in the minds of consumers across the country.
Maska Chaska is a delightful biscuit dipped in butter and peppered with the choicest of herbs. Needless to say, this mouth-watering biscuit soon became an instant hit and a regular in most households.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1364,"Sunfeast Dark Fantasy Bourbon Biscuits","Sunfeast Bourbon",30,15,"Packaged Food","Biscuits & Cookies","120 gm","
Sun feast Dark Fantasy Bourbon Cream biscuits - rich chocolate biscuit sprinkled with sugar with a crusty outer shell and lip-smacking smooth chocolate cream inside.
","Packaged Food > Biscuits & Cookies"
dmart1365,"Parle Monaco Cheeslings Classic",Parle,140,110,"Packaged Food","Biscuits & Cookies","300 gm","
A classic savoury snack made with cheese.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1366,"Cadbury Oreo Choco Cream Sandwich Biscuits Jumbo Pack","Cadbury Oreo",145,89,"Packaged Food","Biscuits & Cookies","500 gm","OverviewOreo sandwich creme biscuits bring together the rich, smooth taste of chocolate creme filling with the bold taste of two crunchy chocolate wafers. Take a delicious break with an Oreo cookie, the perfect anytime snack. Give yourself a delicious treat today. Twist, Lick and Dunk an Oreo.Features- Rich, smooth chocolate creme sandwiched between two crunchy Chocolate wafers.- The perfect pack for snacking at home or sharing with your family or friends.Storage ConditionStore in a cool and dry place.","Packaged Food > Biscuits & Cookies"
dmart1367,"Bellie Chocolate Cream Sandwich Biscuits",Bellie,210,151,"Packaged Food","Biscuits & Cookies","190 gm","OverviewChocolate Sandwich Cream Biscuit - Bellie 190 gms - It is a chocolate biscuit with tempting chocolate, cream filling. Experience it yourself and serve it as a delicious breakfast, or you can enjoy at any time anywhere our Bellie chocolate sandwich cookies.IngredientsThis Chocolate Sandwich Biskut contains Wheat Flour, Vegetable Oil (Palm Oil), Sugar, Cocoa Powder, Milk Powder, Maltose Syrup, Corn Starch, Whey Powder. Cocoa Mass, Salt, Emulsifier (Soya Lecithin), Raising Agents (Ammonium Bicarbonate), Sodium Bicarbonate. Disodium Diphosphate, Yeast, Flavourings (Vanillin, Chocolate).Key Features- High Rich Chocolate. - 100% Natural Product. - Instant Energy Source.","Packaged Food > Biscuits & Cookies"
dmart1368,"Cadbury Oreo Red Velvet Biscuits",Cadbury,40,30,"Packaged Food","Biscuits & Cookies","120 gm","Key FeaturesRed Alert! Your favourite cookie turns Red. Oreo Red Velvet now available in India.How to UseReady to EatStorage InstructionStore in cool and dry Place away from direct sunlight","Packaged Food > Biscuits & Cookies"
dmart1369,"Britannia NutriChoice Digestive Hi-Fibre Biscuits",Britannia,199,170,"Packaged Food","Biscuits & Cookies","1 kg","
Packed with the goodness of whole wheat and fibre, Britannia NutriChoice Digestive Hi Fibre Biscuit is the perfect blend of taste and nutrition. It is rich in fibre and pairs best with a hot cup of tea or coffee.
","Packaged Food > Biscuits & Cookies"
dmart137,"Satyam Makhana",Satyam,97,90,Grocery,"Dry Fruits","50 gm","Overview Makhana is a highly nutritious, fully organic non-cereal food, which is extensively grown in the stagnant water of wetlands, tanks, ponds, lakes and ditches. It can be consumed as dry fruit snacks by roasting.","Grocery > Dry Fruits"
dmart1370,"Britannia NutriChoice Digestive Hi-Fibre Biscuits",Britannia,50,45,"Packaged Food","Biscuits & Cookies","150 gm","
Packed with the goodness of whole wheat and fibre, Britannia NutriChoice Digestive Hi Fibre Biscuit is the perfect blend of taste and nutrition. It is rich in fibre and pairs best with a hot cup of tea or coffee.
","Packaged Food > Biscuits & Cookies"
dmart1371,"Britannia NutriChoice Digestive Hi-Fibre Biscuits",Britannia,20,19,"Packaged Food","Biscuits & Cookies","100 gm","
Packed with the goodness of whole wheat and fibre, Britannia NutriChoice Digestive Hi Fibre Biscuit is the perfect blend of taste and nutrition. It is rich in fibre and pairs best with a hot cup of tea or coffee.
","Packaged Food > Biscuits & Cookies"
dmart1372,"Sunfeast Farmlite 5 Grain Digestive Biscuit",Sunfeast,200,100,"Packaged Food","Biscuits & Cookies","800 gm","
Farmlite digestive high fibre is a wholesome snack with the goodness of oats, jowar, corn, wheat and ragi that takes care of all your dietary requirements with great taste. Helps you stay active all day long. It is made from the high quality aashirvaad atta. Has no trans fat and no maida. Part of Sunfeast Farmlite range which promises no Maida, no cholesterol, no trans fat and made from aashirvaad atta.
","Packaged Food > Biscuits & Cookies"
dmart1373,"Mcvitie's Digestive Biscuits",Mcvitie's,199,139,"Packaged Food","Biscuits & Cookies","1 kg","OverviewMcVities Digestive Biscuits are made from whole wheat and fibre that add health and nutrition to your diet. They are both delicious and healthy. A global brand with an Indian heart, buy McVitie's Digestive Biscuits today!IngredientsWheat flour, whole wheat flour, edible oil, sugar, wheat bran, Invert sugar syrup, leavening agents, Oatmeal, Edible common salt, Malt extract, acidity regulator, dough conditioner.About the BrandRobert McVitie, the man behind McVitie's had an intense passion for baking, which made him establish his bakery in Edinburgh in 1830. Not only was he appreciated for the tasty baked goods but also became the most famous one in the vicinity. Stepping into his father's shoes, Robert Junior carried forward the legacy and produced the world's original digestive biscuits with Charles Price and Alexander Grant. We were also honoured with the royal seal of approval and we're privileged to witness a royal wedding, completed an arctic expedition, and survived two world wars. Crafting UK's favourite biscuits for the last 186 years, we made our way to India in 2010. The legendary Digestives from McVitie's is a name that blends together the traditions of tasty wholewheat biscuits, with the healthy benefits of fibre. Wholewheat was never so tasty with, McVitie's bringing yumminess into healthy eating. Bite in, and get hooked to this fit habit of eating McVitie's biscuits with healthy wholewheat.","Packaged Food > Biscuits & Cookies"
dmart1374,"Mcvitie's Digestive Biscuits",Mcvitie's,50,35,"Packaged Food","Biscuits & Cookies","200 gm","OverviewMcVities Digestive Biscuits are made from whole wheat and fibre that add health and nutrition to your diet. They are both delicious and healthy. A global brand with an Indian heart, buy McVitie's Digestive Biscuits today!IngredientsWheat flour, whole wheat flour, edible oil, sugar, wheat bran, Invert sugar syrup, leavening agents, Oatmeal, Edible common salt, Malt extract, acidity regulator, dough conditioner.About the BrandRobert McVitie, the man behind McVitie's had an intense passion for baking, which made him establish his bakery in Edinburgh in 1830. Not only was he appreciated for the tasty baked goods but also became the most famous one in the vicinity. Stepping into his father's shoes, Robert Junior carried forward the legacy and produced the world's original digestive biscuits with Charles Price and Alexander Grant. We were also honoured with the royal seal of approval and we're privileged to witness a royal wedding, completed an arctic expedition, and survived two world wars. Crafting UK's favourite biscuits for the last 186 years, we made our way to India in 2010. The legendary Digestives from McVitie's is a name that blends together the traditions of tasty wholewheat biscuits, with the healthy benefits of fibre. Wholewheat was never so tasty with, McVitie's bringing yumminess into healthy eating. Bite in, and get hooked to this fit habit of eating McVitie's biscuits with healthy wholewheat.","Packaged Food > Biscuits & Cookies"
dmart1375,"Britannia Toastea Premium Bake Rusk",Britannia,110,90,"Packaged Food",Bakery,"654 gm","OverviewMake your tea time crunchier with the Britannia Toastea. You can now feel the new improved taste, texture and crunch. Each crunchy slice of Britannia Toastea has the right level of sweetness, with the substance of wheat, and a mild aroma of elaichi. Dip a slice in your cup and see it soak just the right amount of beverage, yet allowing you to enjoy a crunchy tea experience. Little wonder, that Britannia Toastea is the ultimate partner to your steaming cup of tea. Happy munching!Key Features- Crunchy and crispy- 0% transfat- Wheat Goodness- The ultimate pair with tea.IngredientsRefined wheat flour (maida)(71%), sugar, refined palm oil and palmolein, semolina (AD (1.8%), yeast, invert sugar syrup, vital gluten, iodised salt, improvers [1100(i), 1102, 1104], Spices- 0.1% (green cardamom seeds and its oil, wheat fibre, emulsifier blend 1481(i), 471, 472e] and antioxidant (300). (Numbers in brackets as per International Numbering System)How to UseCan be used as a perfect snack for your evening tea or coffee.Other must know InformationAllergen Advice - Contains wheat glutenStorage InstructionsStore under cool, dry and hygienic conditions. Transfer contents in a clean airtight container once opened.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1376,"Britannia Toastea Premium Bake Rusk",Britannia,70,55,"Packaged Food",Bakery,"400 gm","OverviewMake your tea time crunchier with the Britannia Toastea. You can now feel the new improved taste, texture and crunch. Each crunchy slice of Britannia Toastea has the right level of sweetness, with the substance of wheat, and a mild aroma of elaichi. Dip a slice in your cup and see it soak just the right amount of beverage, yet allowing you to enjoy a crunchy tea experience. Little wonder, that Britannia Toastea is the ultimate partner to your steaming cup of tea. Happy munching!Key Features- Crunchy and crispy- 0% transfat- Wheat Goodness- The ultimate pair with tea.IngredientsRefined wheat flour (maida)(71%), sugar, refined palm oil and palmolein, semolina (AD (1.8%), yeast, invert sugar syrup, vital gluten, iodised salt, improvers [1100(i), 1102, 1104], Spices- 0.1% (green cardamom seeds and its oil, wheat fibre, emulsifier blend 1481(i), 471, 472e] and antioxidant (300). (Numbers in brackets as per International Numbering System)How to UseCan be used as a perfect snack for your evening tea or coffee.Other must know InformationAllergen Advice - Contains wheat glutenStorage InstructionsStore under cool, dry and hygienic conditions. Transfer contents in a clean airtight container once opened.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1377,"Britannia Toastea Premium Bake Rusk",Britannia,50,42,"Packaged Food",Bakery,"273 gm","OverviewMake your tea time crunchier with the Britannia Toastea. You can now feel the new improved taste, texture and crunch. Each crunchy slice of Britannia Toastea has the right level of sweetness, with the substance of wheat, and a mild aroma of elaichi. Dip a slice in your cup and see it soak just the right amount of beverage, yet allowing you to enjoy a crunchy tea experience. Little wonder, that Britannia Toastea is the ultimate partner to your steaming cup of tea. Happy munching!Key Features- Crunchy and crispy- 0% transfat- Wheat Goodness- The ultimate pair with tea.IngredientsRefined wheat flour (maida)(71%), sugar, refined palm oil and palmolein, semolina (AD (1.8%), yeast, invert sugar syrup, vital gluten, iodised salt, improvers [1100(i), 1102, 1104], Spices- 0.1% (green cardamom seeds and its oil, wheat fibre, emulsifier blend 1481(i), 471, 472e] and antioxidant (300). (Numbers in brackets as per International Numbering System)How to UseCan be used as a perfect snack for your evening tea or coffee.Other must know InformationAllergen Advice - Contains wheat glutenStorage InstructionsStore under cool, dry and hygienic conditions. Transfer contents in a clean airtight container once opened.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1378,"Parle Real Elaichi Premium Rusk",Parle,55,44,"Packaged Food",Bakery,"273 gm","OverviewRusk is hard twice-baked bread, it was originally discovered to preserve bread during dry weather. The best way to relish this snack is by dipping it into a hot cup of tea or coffee. Made from premium ingredients, Parle Rusk is crispy, delicious and once you try it, your tea time will be in complete without it.Key Features- Crunchy and crispy - Made from premium ingredients - Essential tea-time snackIngredientsRefined Wheat Flour (Maida), Sugar, Refined Palm Oil, Suji, Yeast, Iodised Salt, Wheat Gluten, Emulsifiers Of Vegetable Origin [(322, 481(I), 472e, 471)], Wheat Fibre, Spices (Cardamom Seeds (0.08%)], Antioxidant [300], Flour Treatment Agent [1100(I)]. Contains Added Flavours (Artificial Flavouring Substances - Cardamom) Contains: Wheat, SoyaHow to UseIdeal for tea time, but can be eaten at any time of the day.Other must know InformationBest before 5 months from manufacturing date.Storage InstructionsStore in a Cool, Hygienic, and Dry place.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1379,"Parle Real Elaichi Premium Rusk",Parle,70,52,"Packaged Food",Bakery,"400 gm","OverviewRusk is hard twice-baked bread, it was originally discovered to preserve bread during dry weather. The best way to relish this snack is by dipping it into a hot cup of tea or coffee. Made from premium ingredients, Parle Rusk is crispy, delicious and once you try it, your tea time will be in complete without it.Key Features- Crunchy and crispy - Made from premium ingredients - Essential tea-time snackIngredientsRefined Wheat Flour (Maida), Sugar, Refined Palm Oil, Suji, Yeast, Iodised Salt, Wheat Gluten, Emulsifiers Of Vegetable Origin [(322, 481(I), 472e, 471)], Wheat Fibre, Spices (Cardamom Seeds (0.08%)], Antioxidant [300], Flour Treatment Agent [1100(I)]. Contains Added Flavours (Artificial Flavouring Substances - Cardamom) Contains: Wheat, SoyaHow to UseIdeal for tea time, but can be eaten at any time of the day.Other must know InformationBest before 5 months from manufacturing date.Storage InstructionsStore in a Cool, Hygienic, and Dry place.","Packaged Food > Biscuits & Cookies > Bakery"
dmart138,"Wal Papdi",,87,81,Grocery,Pulses,"500 gm",India,"Grocery > Pulses"
dmart1380,"Royal Toast",,59,46,"Packaged Food",Bakery,"400 gm","OverviewRoyal Toast is the perfect partner to a hot cup of tea or coffee. It is light and crunchy and is filled with antioxidants. Make your evenings more delightful with Royal Toast.IngredientsMaeda (71%), Sugar, Milk, Vegetable Oil, Suji, Yeast, Invert Syrup, Iodised salt, Butter, Milk Solids, Wheat Gluten, Wheat Fibre, Emulsifier, Spices, Flour improver and antioxidants.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1381,"Kwality Maska Khari",Kwality,50,43,"Packaged Food",Bakery,"180 gm","Care InstructionsStore in a cool, dry & hygienic place.About the BrandBaking since 1975, they produce various types of bread and other bakery products every single day. They pride themselves on their heritage and make a variety of products like Anytime Toast, Maska Khari, Cookies, Cake Rusk and more. At Kwality, they are constantly driven by the passion of giving you a great tasting, nutrition packed product. Whether it&rsquo;s getting ready for school or work in the morning, having lunch with your colleagues, catching up with the family at the dinner table or enjoying a simple midnight snack, Kwality ensures an option for you and with widespread distribution, they are available everywhere in India.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1382,"Royal Maska Khari","Royal Khari",59,45,"Packaged Food",Bakery,"200 gm","OverviewMaska Khari is made from butter and wheat. It is crunchy, savoury and delicious. The best way to relish it is by dipping it in tea or coffee.&nbsp;Key Features- Tea accompaniment- Light and crunchy- Good quality ingredientsIngredientsRefined Wheat Flour (80%), Hydrogenated Vegetable Fat, Sugar, Iodised salt, Butter, Wheat Fiber, Wheat Gluten.&nbsp;","Packaged Food > Biscuits & Cookies > Bakery"
dmart1383,"Kwality Jeera Butter",Kwality,40,32,"Packaged Food",Bakery,"180 gm","IngredientsMaida (Refined Wheat Flour), Water, Hydrogenated Vegetable (Palm) Fat, Cumin, Yeast, Common Salt, Custard Powder, Improver (INS 412).Care InstructionsStore in a cool, dry & hygienic place.About the BrandBaking since 1975, we produce various types of bread and other bakery products every single day. We pride on our heritage and make a variety of products like Anytime Toast, Maska Khari, Cookies, Cake Rusk and more. At Kwality, we are constantly driven by the passion of giving you a great tasting, nutrition packed product. Whether its getting ready for school or work in the morning, having lunch with your colleagues, catching up with the family at the dinner table or enjoying a simple midnight snack, at Kwality we ensure we have an option for you and with widespread distribution, we are available everywhere in India.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1384,"Tosita Multi Grain Rusk",Tosita,90,59,"Packaged Food",Bakery,"200 gm","OverviewMultigrain Rusk is made from whole wheat flour, wheat bran, multigrain seeds of sunflower, pumpkin, linseeds, sesame, oat flakes & soya bean.IngredientsRefined Wheat Flour (Maida) 42.5%, Wheat Flour (Atta) 10.6%, Sugar, Multigrain 2.6%(Suntlower seeds, pumpkin seeds, Linseeds. Sesame Seeds, Oat flakes and Soya Bean).Yeast, Mik Solids, Edible Vegetable Fat, Salt, Edible Palmolein Oil Preservative INS 282About the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the Tosita brand name.As a certified FSSAI unit, all products undergo stringent quality control checks at every stage of production & packaging to ensure that all stipulated regulatory and quality standards are met before baked products leave the factory","Packaged Food > Biscuits & Cookies > Bakery"
dmart1385,"Tosita Wheat Khari",Tosita,115,80,"Packaged Food",Bakery,"200 gm","OverviewKhari is a fluffy and crunchy snack that you will just love to eat. It is crunchy and crispy and make for the perfect tea time snack.Features- Puff with Wheat Bran- 100% VegetarianIngredientsRefined Wheat Flour (Maida) 61.5%, Wheat Flour (Atta) 15%, Partially Hydrogenated Oil, Wheat Bran (3.8%), Milk Solids and SaltOther must know InformationContains no artificial flavours or preservativesAbout the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the Tosita brand name.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1386,"Tosita Milk Rusk",Tosita,80,56,"Packaged Food",Bakery,"200 gm","OverviewMilk Rusk is a trans fat free bread toast made from refined wheat flour.IngredientsRefined Wheat Flour (Maida) 55%,Sugar, Yeast, Edible Vegetable Fat, Milk Solids 1.4%, Salt, Edible Palmolein Oil, Preservative INS 282.About the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the "Tosita"" brand name.As a certified FSSAI unit"," all products undergo stringent quality control checks at every stage of production & packaging to ensure that all stipulated regulatory and quality standards are met before baked products leave the factory.""
dmart1387,"Tosita Maska Khari",Tosita,90,63,"Packaged Food",Bakery,"150 gm","OverviewRich, buttery and crispy premium puff made with refined wheat flour. Enjoy this delicious snack at tea time or anytime.IngredientsRefined Wheat flour (Maida),Partially hydrogenated oil, Butter 3.7%, Salt. Contains no artificial flavours or preservativesAbout the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the "Tosita"" brand name.As a certified FSSAI unit"," all products undergo stringent quality control checks at every stage of production & packaging to ensure that all stipulated regulatory and quality standards are met before baked products leave the factory.""
dmart1388,"Tosita Methi Khari",Tosita,115,80,"Packaged Food",Bakery,"200 gm","OverviewA rich, premium refined wheat flour puff incorporated with fenugreek leaves, butter & turmeric powder.Key Features- 100% VegetarianIngredientsRefined Wheat Flour (Maida), Partially Hydrogenated Oil, Milk Solids, Salt, Fenugreek 0.7%and Turmeric powder.Other must know InformationContains no artificial colours and preservativesAbout the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the Tosita brand name.As a certified FSSAI unit, all products undergo stringent quality control checks at every stage of production & packaging to ensure that all stipulated regulatory and quality standards are met before baked products leave the factory.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1389,"Bellie Cream Crackers Biscuit",Bellie,210,151,"Packaged Food","Biscuits & Cookies","300 gm","OverviewBellie Cracker Creamy is 100% vegetarian and are suitable for all age groups. You can have these Bellie crackers for feast or for teatime. It is among the most favoured biscuits among the biscuit lovers. You can have these crackers for breakfast or for teatime or keep munching on then all over the day and experience their goodness first-hand.Key Features- Suitable for all age groups. - Teatime Snack.- Creamy Flavour.","Packaged Food > Biscuits & Cookies"
dmart139,"Dal - Rice Mix",,47,41,Grocery,Dals,"500 gm",India,"Grocery > Dals"
dmart1390,"Tosita Kaju Rusk",Tosita,110,77,"Packaged Food",Bakery,"200 gm","OverviewKaju Rusk is a trans fat free bread toast made from cashews in refined wheat flour. Enjoy this delicious snack at tea time or anytime.IngredientsRefined Wheat Flour (Maida) 53%,Sugar, Cashew 2.6%, Yeast, Milk Solids, Edible Palmolein Oil, Edible Vegetable Fat, Salt, Preservative INS 282.About the BrandGaur foods Private Limited is a pure vegetarian bakery that bakes and markets a wide range of fresh bread, cookies, biscuits, kharis, toasted bread, chocolates, cakes, pastries and baked snacks under the Tosita brand name.As a certified FSSAI unit, all products undergo stringent quality control checks at every stage of production & packaging to ensure that all stipulated regulatory and quality standards are met before baked products leave the factory.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1391,"Sunfeast Dark Fantasy Choco Fills Cookies","Sunfeast Dark Fantasy",40,30,"Packaged Food","Biscuits & Cookies","75 gm","
- This is a Vegetarian product.
- Combination of Luscious chocolate filling,
- Enrobed within a perfectly baked rich cookie outer,
- Epitomizes the brand promise of pure indulgence
","Packaged Food > Biscuits & Cookies"
dmart1392,"Tosita Jeera Khari",Tosita,110,77,"Packaged Food",Bakery,"200 gm","OverviewKhari is a fluffy and crunchy snack that you will just love to eat. It is crunchy and crispy and make for the perfect tea time snack. Enjoy the delicate wheat Khari with interesting cumin sprinkled on top. A treat you cannot resist.","Packaged Food > Biscuits & Cookies > Bakery"
dmart1393,"Sunfeast Dark Fantasy Choco Fills Cookies","Sunfeast Dark Fantasy",170,110,"Packaged Food","Biscuits & Cookies","300 gm","
- This is a Vegetarian product.
- Combination of Luscious chocolate filling,
- Enrobed within a perfectly baked rich cookie outer,
- Epitomizes the brand promise of pure indulgence
","Packaged Food > Biscuits & Cookies"
dmart1394,"Lotte Choco Pie","Lotte Choco Pie",210,145,"Packaged Food","Biscuits & Cookies","504 gm","
Cream filled biscuits dipped in delicious choco. Fill your mouth with a rich choco taste everyday.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1395,"Lotte Choco Pie","Lotte Choco Pie",150,99,"Packaged Food","Biscuits & Cookies","300 gm","
Cream filled biscuits dipped in delicious choco. Fill your mouth with a rich choco taste everyday.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1396,"Lotte Choco Pie","Lotte Choco Pie",80,70,"Packaged Food","Biscuits & Cookies","168 gm","
Cream filled biscuits dipped in delicious choco. Fill your mouth with a rich choco taste everyday.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1397,"Cadbury Oreo Original Biscuits - Value Pack",Cadbury,85,56,"Packaged Food","Biscuits & Cookies","300 gm","OverviewOreo sandwich creme biscuits bring together the rich, smooth taste of chocolate creme filling with the bold taste of two crunchy chocolate wafers. Take a delicious break with an Oreo cookie, the perfect anytime snack. Give yourself a delicious treat today. Twist, Lick and Dunk an Oreo.Features- Rich, smooth chocolate creme sandwiched between two crunchy Chocolate wafers.- The perfect pack for snacking at home or sharing with your family or friends.Storage ConditionStore in a cool and dry place.","Packaged Food > Biscuits & Cookies"
dmart1398,"Dukes Waffy Vanilla Flavoured Wafer Biscuits",Dukes,50,25,"Packaged Food","Biscuits & Cookies","60 gm","
Like the feel of biscuits melting in the mouth? Crispy, crunchy, the sound and the accompanying sounds just heighten the effect and your palate is clamouring for more. And what do we do? Under the given circumstances with your tongue tickling, you are salivating and stomach growling, we give in! We surrender to the zesty, tasty Dukes Wafers.
The wafery layers neatly laden with light, flavoured Vanilla cream just works up the magic.

Crunchy wafers with layers of deliciously creamy fillings to make every bite a true delight.

*Actual packaging may vary from the Image
","Packaged Food > Biscuits & Cookies"
dmart1399,"Pickwick Creamy Wafer Biscuits - Orange",Pickwick,60,30,"Packaged Food","Biscuits & Cookies","75 gm","OverviewPremium, creamy and tasty orange flavoured Pickwick wafer biscuits made for snacking anywhere, anytime. The triple-layered biscuit packs allow for an extra crispy, crunchy, light, and fresh mouth-watering bite that is sure to tantalize everyone&rsquo;s taste buds. Enjoy the delicious and tasty cream in between the crunchy wafer of Pickwick Wafer Biscuit &ndash; Orange Flavour. The combination of the wafer and the cream makes a perfect biscuit that is loved by everyone.IngredientsWheat flour (43%), Sugar (38%), Edible hydrogenated vegetable fat (13%), Starch (4%), Emulsifier (INS 322), Edible common salt, leavening agent [INS 500 081 Contains Permitted Synthetic Food Colour (Ins 110) And Added (Orange) Flavour (Artificial Flavouring Substance). Does Not Contain Animal Fat/ Egg.Other must know InformationBest before 12 months from packagingAbout the BrandPickwick&rsquo;s journey began in 1984, with the manufacturing of gourmet wafer biscuits to meet the thriving Indian consumer demand for premium food products priced at affordable rates. Over the years they have strived to maintain the highest standards of food safety, transforming their brand into a market reference in quality. They continue to celebrate the joy of catering to kids and elders alike by bringing smiles to every meal &hellip; be it a quick breakfast booster, a fun surprise in the tiffin, 5 pm hunger pangs or even those midnight munchies.","Packaged Food > Biscuits & Cookies"
dmart14,"Nutraj Almond",Nutraj,299,175,Grocery,"Dry Fruits","200 gm","Allergen InformationContains tree nuts, This product has been packed in an integrated nuts and dried fruits processing unit and may contain traces of other nuts and dried fruits.","Grocery > Dry Fruits"
dmart140,"Masoor Whole",,65,54,Grocery,Pulses,"500 gm",India,"Grocery > Pulses"
dmart1400,"Loacker Quadratini Chocolate Wafer Cookies",Loacker,199,175,"Packaged Food","Gourmet Food","125 gm",Italy,"Packaged Food > Gourmet Food"
dmart1401,"Loacker Quadratini Dark Chocolate Wafer Cookies",Loacker,199,175,"Packaged Food","Gourmet Food","125 gm",Italy,"Packaged Food > Gourmet Food"
dmart1402,"Loacker Quadratini Napolitaner Wafer Cookies",Loacker,199,175,"Packaged Food","Gourmet Food","125 gm",Italy,"Packaged Food > Gourmet Food"
dmart1403,"Loacker Quadratini Vanilla Wafer Cookies",Loacker,199,175,"Packaged Food","Gourmet Food","125 gm",Italy,"Packaged Food > Gourmet Food"
dmart1404,"The Belgian Waffle Crisps - Chocolate","The Belgian Waffle Co",120,90,"Packaged Food","Biscuits & Cookies","90 gm","Key FeaturesEggless, No Added Preservatives, Baked & Not FriedIngredientsRefined Wheat Flour (Maida), Milk Compound Chocolate (Sugar, Edible Vegetable Fat, Milk Solids, Cocoa Solids & Emulsifiers (Ins 322)), Butter, Sugar, Milk, Milk Solids, Cocoa Powder, Salt, Leavening Agents (Baking Powder And Soda Bi Carbonate) Natural and Nature Identical Flavour - Vanilla Contains Milk Solids and SoyAbout the BrandThin, crunchy, wholesome and delightfully addictive. Uniquely rich flavours that evoke nostalgic tastes. From the creators of the Original Waffwich, these baked Waffle Crisps with just the right chocolate drizzle make for the perfect bite-sized and versatile snack that is sure to hit the spot. Enjoy with coffee or tea, ice cream or cake, nut butters or spreads, or just on its delicious own.","Packaged Food > Biscuits & Cookies"
